相容れない,18
愛想を尽かされた,1
大好きです,10
呆れ果てたよ,13
恐ろしい,1
かったるいなぁ,15
疲れた,15
楽しい,14
うれしい,0
気が重い,12
おいしい,19
気持ちが晴れわたる,0
不安だなあ,2
悲しい,2
悲しい,7
感動してしまった,7
感謝感激雨あられ,7
あややは可愛い,10
きんいろモザイクはぜひ読むべきですよ,8
きんいろモザイクを読まないなんて,12
百合は尊い,10
女の子と女の子が恋愛すべきだと思うの,0
そうなんだ,13
哀,2
愛,10
相いれない,6
哀感,2
愛敬,10
愛好,10
哀愁,2
愛執,10
哀傷,2
愛情,10
愛する,10
哀惜,2
哀切,2
愛想を尽かす,15
愛着,10
哀悼,2
愛慕,10
愛欲,10
愛らしい,10
青息吐息,15
仰ぐ,10
青筋を立てる,18
赤恥,15
赤らむ,15
赤らめる,15
崇める,10
飽き飽き,6
飽き足りる,0
諦め,7
諦める,7
飽きる,6
呆れ返る,5
呆れ果てる,5
呆れる,5
悪感情,15
倦む,11
憧れ,10
憧れる,10
浅ましい,5
嘲る,3
味気ない,6
焦り,1
焦る,1
唖然,13
頭に来る,18
頭を悩ませる,11
当たり散らす,18
あッ,13
あっけない,6
呆気に取られる,13
圧迫感,1
熱い,8
熱いものがこみ上げる,8
厚かましい,6
熱くなる,8
暑苦しい,6
後味が良くない,6
後味が宜しくない,6
後味が悪い,6
侮る,3
阿鼻叫喚,2
危ない,15
あほらしい,5
荒々しい,6
あらッ,13
ありがたい,7
ありがたみ,7
ありがた迷惑,6
ありがと,7
ありがとう,7
ありゃ,13
慌てふためく,1
慌てる,1
哀れ,9
憐れ,9
憐れみ,9
憐れむ,9
安逸,0
暗鬱,15
安閑,0
案外,13
安心,0
案ずる,16
暗然,2
安息感,0
暗澹,15
安定,0
安堵,0
安寧,0
安楽,0
怡怡,5
言い寄る,6
いかがわしい,6
厳つい,6
怒らす,18
怒り,18
怒りが爆発する,18
怒り狂う,18
遺憾,7
意外,13
啀み合う,3
啀む,18
息を詰める,15
息が詰まる,6
息苦しい,1
息苦しさ,1
意気軒昂,8
意気消沈,15
憤り,18
憤る,18
行き悩む,11
生き恥,15
息巻く,18
熱り立つ,18
息を飲む,13
息を潜める,12
いけ好かない,6
いけ図々しい,6
依怙地になる,18
遺恨,18
勇ましい,8
意趣,18
萎縮,15
意地汚い,6
意地悪,6
いそいそ,5
意想外,13
痛い,2
痛々しい,9
居た堪れない,6
痛ましい,9
痛み,2
痛み入る,1
悼む,2
痛める,2
いちゃもんを付ける,6
一憂,15
一喜,5
一驚,13
慈しみ,10
慈しむ,10
逸楽,14
厭う,15
愛おしい,10
愛おしむ,10
愛しい,10
愛しがる,10
愛しさ,10
厭わしい,15
厭わしさ,15
畏怖,1
忌忌しい,15
忌忌しがる,15
忌まわしい,15
忌み嫌う,15
忌む,15
嫌,15
厭,15
厭厭,15
厭がる,15
嫌気,15
卑しい,3
卑しむ,3
嫌味,15
厭らしい,6
苛苛しい,18
苛苛する,18
苛立たしい,18
苛立たしさ,18
苛立ち,18
苛立つ,18
苛立てる,18
色を失う,16
色をなす,18
陰鬱,15
陰気,15
陰気臭い,6
陰惨,9
陰湿,6
浮かされる,1
浮かぬ顔,11
浮かれる,14
浮き足立つ,15
うきうきする,14
浮き立つ,14
憂き目,2
憂さ,15
胡散臭い,6
後ろめたい,15
後ろめたさ,15
薄気味悪い,6
薄汚い,6
うずうず,8
打ち萎れる,7
打ち拉がれる,7
有頂天,17
鬱気,15
鬱屈,15
鬱散,15
鬱積,15
鬱陶しい,6
鬱陶しさ,6
うっとり,10
鬱憤,18
鬱,15
鬱鬱と,15
俯き,15
俯く,15
鬱悶,11
虚,15
疎ましい,15
疎む,15
疎んじる,15
疎んずる,15
美味い,0
旨い,0
上手い,7
呻き声,1
呻く,1
敬う,10
うら悲しい,2
うら淋しい,2
うら寂しい,2
恨み,18
恨みがましい,18
恨む,18
恨めしい,18
恨めしがる,18
恨めしく思う,18
羨ましい,6
羨ましがる,6
羨む,6
五月蝿い,6
麗しい,10
憂い,2
愁い,16
愁え,16
憂える,16
嬉しい,5
嬉しかった,5
嬉しがらせ,5
嬉しがらせる,5
嬉しがる,5
嬉しさ,5
嬉し泣き,5
嬉し涙,5
嬉しみ,5
憂わしい,9
狼狽える,13
上擦る,8
うんざり,6
詠嘆,7
笑顔,0
依怙贔屓,6
えッ,13
悦,5
笑壺に入る,5
悦楽,5
恵比寿顔,5
笑み,0
笑む,0
厭悪,15
怨恨,18
怨嗟,18
怨色,18
えーっ,13
おいおい,5
美味しい,0
謳歌,0
嘔吐,2
懊悩,11
大恥,15
大喜び,5
嗚咽,1
おぉ,13
おお,13
男男しい,8
岡惚れ,10
岡焼き,18
御気に入り,10
お気に入り,10
臆する,12
臆病,12
臆面,12
臆面もなく,6
怒らせる,18
怒り出す,18
怒り付ける,18
怒る,18
惜しい,7
惜しがる,7
惜し気,7
押し付けがましい,6
惜しむ,7
怖気付く,1
汚辱,18
恐る恐る,1
恐れ,1
恐れ入る,1
恐れ多い,1
恐れる,1
恐ろしい,1
恐ろしがる,1
恐ろしさ,1
おぞましい,1
落ち着かない,15
落ち着き,0
落ち着き払う,0
落ち着く,0
落ち着ける,0
おっ,13
おっかない,1
躍り上がる,14
おどろおどろしい,1
驚かす,13
驚き,13
驚き呆れる,5
驚き入る,13
驚く,13
戦き,1
戦く,1
怯え,1
怯え切る,1
怯える,1
思し召す,10
溺れる,1
怖めず臆せず,0
おめでたい,0
おめでとう,0
おもいがけない,13
思い屈する,15
思い焦がれる,10
思い詰める,15
思い悩む,15
思い残す,7
思いの外,13
思い惑う,13
思い迷う,13
思いも寄らず,13
思いも寄らない,13
思いも寄らぬ,13
思い遣り,0
思い遣る,0
思い煩う,11
重苦しい,1
重苦しさ,1
面白い,14
面白かった,14
面白がる,14
面白くない,6
面憎い,15
重荷を下ろす,0
面映い,15
おもろい,14
重んじる,10
親心,10
おろおろ,1
愚か,3
おろかしい,3
愚かしい,3
恩愛,10
恩寵,10
怨念,1
快感,0
怪奇,15
懐旧,0
懐郷,0
懐古,0
悔恨,7
悔悟,7
快哉,0
快楽,0
顔を赤らめる,15
顔を隠す,15
顔を曇らせる,6
顔をしかめる,18
顔から火が出る,15
顔が火照る,15
掻き暗れる,15
掻き毟られる,2
隔意,1
鶴首,8
嚇怒,18
かぐわしい,10
陰る,15
風向きが悪い,6
畏まる,1
呵責,18
片恨み,18
肩を落とす,7
片想い,2
固くなる,15
堅苦しい,6
かたじけない,1
肩の荷が下りる,0
片腹痛い,2
肩身が狭い,2
肩身が広い,0
かちっと来る,18
勝ち誇る,17
隔靴掻痒,18
かったるい,6
渇望,16
哀しい,2
悲しい,2
悲しがる,2
悲しさ,2
哀しさ,2
悲しまれる,2
悲しみ,2
悲しむ,2
叶わない,2
雷に打たれる,13
絡む,6
軽がろしい,0
軽んじる,3
軽んずる,3
可愛がる,10
可哀想,9
奸悪,15
感悦,7
感慨,7
感慨無量,7
汗顔,15
歓喜,5
感泣,7
感興,7
感極まる,5
艱苦,11
感激,7
歓呼,5
感謝,7
癇癪,18
感傷,9
歓笑,5
歓心,5
寒心,1
感心,13
莞爾,0
感じ入る,7
感情的,8
感情を害する,6
感情を昂らせる,8
歓声,8
感嘆,8
歓天喜地,5
感動,7
感に堪える,8
癇に障る,18
感に堪えない,8
勘忍袋の緒が切れる,18
感服,10
感無量,5
感銘,7
寛容,0
歓楽,5
感涙,7
歓を尽くす,14
賀意,0
慨然,15
慨嘆,15
愕然,13
がっかり,7
がっくり,7
我慢ならない,18
がみがみ,6
がめつい,6
気鬱,15
消え入りたい,15
喜悦,5
気後れ,12
気落ち,12
気を揉む,15
気を悪くする,18
気がある,10
気が置かれる,12
気が重い,15
気懸かり,15
気が軽い,0
気が気でない,1
気が沈む,15
気が急く,1
気が立つ,18
気が咎める,12
気兼ね,12
気が引き締まる,12
気が参る,12
気が滅入る,12
気が揉める,0
気が緩む,0
気が楽,0
気軽,0
気軽い,0
嬉嬉,5
聞き苦しい,6
聞き捨てならない,6
聞き辛い,6
聞きにくい,6
危懼,16
危惧,16
気苦労,1
危険,15
機嫌好い,0
きざっぽい,6
気障り,18
キショい,6
喜色,5
気色が悪い,18
気色を害する,18
気色を悪くする,18
傷痕,2
気遣い,10
気遣う,10
気遣わしい,15
傷付く,1
気忙しい,1
気忙しさ,1
汚い,18
汚らしい,6
狐に撮まれたよう,13
気詰まり,1
気に入る,10
気に食わない,6
気に障る,18
気になる,10
気に入らない,6
気に病む,15
気抜け,12
気の毒,9
気恥ずかしい,15
気恥ずかしさ,15
厳しい,1
気塞ぎ,15
気分が和む,0
気分が弾む,14
気まずい,13
気まずさ,13
きまりが悪い,15
気味が悪い,6
気味悪い,6
気味悪さ,6
気持ちいい,0
気持ちが傷付けられる,2
気持ちが沈む,15
気持ちが和む,0
気持ちが晴れる,0
気持ちが晴れ渡る,0
気持ちが好い,0
気持ちが悪くなる,2
気持ちの好いものではない,6
気持ちよい,0
気持ち良い,0
気持ち悪い,6
肝を潰す,13
肝を冷やす,13
きゃあ,13
キャッ,13
気安い,0
窮屈,6
窮する,13
杞憂,15
驚異,13
恐悦,7
恭賀,0
驚愕,13
驚懼,13
興が醒める,6
興がる,14
狂喜,5
驚喜,5
恟恟,1
恐懼,1
恐慌,1
興醒め,6
興趣,14
郷愁,0
恐縮,1
興じる,14
驚嘆,13
驚天動地,13
驚倒,13
恐怖,1
驚怖,1
恐怖感,1
凶暴,15
興味深い,8
享楽,14
狂恋,10
虚心坦懐,0
虚脱感,15
きょときょと,15
きょとんとする,13
虚無,2
嫌い,15
嫌う,15
気楽,0
気を腐らせる,15
気を呑まれる,7
欣快,5
欣喜,5
欣喜雀躍,5
欣欣,5
欣幸,0
欣然,5
緊張,12
緊張感,12
緊張がほどける,0
緊迫,12
欣慕,5
欣躍,5
疑懼,15
ぎくっ,13
ぎくり,13
ぎっくり,13
義憤,18
ぎゃあ,13
逆上,18
仰天,13
御慶,0
ぎょっとする,1
苦,1
悔い,7
悔いる,7
空虚,2
臭い,6
腐る,15
くしゃくしゃな顔,5
苦笑,6
苦渋,1
くすくす,14
くすぐったい,0
くだらない,6
口煩い,6
口惜しい,7
くちぎたない,6
唇を噛む,7
くちやかましい,6
苦衷,1
喰って掛かる,18
苦痛,1
屈辱,7
屈辱感,7
寛ぎ,0
寛ぐ,0
寛げる,0
くどい,6
苦悩,1
首っ丈,10
首をすくめる,1
曇る,15
苦悶,1
悔しい,7
悔しがる,7
悔しさ,7
悔し泣き,7
悔し涙,7
悔み,7
悔む,7
くよくよ,15
暗い,6
狂い怒る,18
苦しい,1
苦しさ,1
苦しみ,1
苦しみ悶える,1
苦しむ,1
苦労,1
具合が悪い,16
具合悪い,16
愚図愚図,6
愚図る,6
ぐっと来る,7
敬愛,10
慶賀,5
慶祝,5
慶する,5
傾倒,10
敬服,10
敬慕,10
気圧される,7
汚らわしい,6
毛嫌い,15
気色ばむ,18
懸想,10
気怠い,12
血相を変える,7
血涙,18
懸念,15
けばけばしい,6
煙い,6
煙たい,6
けろっ,0
けろり,0
慊焉,6
倦厭,6
嫌悪,15
嫌悪感,15
嫌忌,15
倦怠,6
倦怠感,12
権幕,18
激越,8
激語,8
激賞,0
激情,8
激する,8
激怒,18
激憤,18
逆鱗に触れる,18
げっ,13
激昂,18
げっそり,12
下品,6
下劣,6
元気,0
減退,15
げんなり,6
幻滅,18
恋,10
恋い焦がれる,10
恋心,10
恋しい,10
恋しさ,10
恋する,10
冀う,16
恋う,10
厚意,10
好意,10
光栄,17
厚恩,7
後悔,7
交歓,14
好感,10
慷慨,18
好機,8
耿耿,15
恍惚,10
恍惚感,10
厚志,10
昂進,8
厚情,10
困じる,13
困ずる,13
昂然,17
浩然,0
紅潮,15
幸福,0
幸福感,0
公憤,18
興奮,8
昂揚,8
荒涼,2
紅涙,2
小煩い,6
声を荒立てる,18
声が潤む,2
小躍り,5
焦がれる,10
小汚い,6
酷悪,15
焦げ臭い,6
心地良い,0
心地良さ,0
心憂い,15
心後れ,15
心悲しい,2
心悲しさ,2
心が痛む,2
心が動かされる,7
心が重い,2
心懸かり,15
心が傷付く,2
心が傷付けられる,2
心が弾む,14
心が張り詰める,1
心が細る,15
心苦しい,1
心苦しさ,1
心淋しい,2
心遣い,0
心強い,0
心憎い,18
心の痛み,2
心の傷,2
心残り,7
心細い,15
心細さ,15
心持ちが好くない,15
心持ちが悪い,15
心許ない,15
心安い,0
心行く,0
快い,0
快く思わない,6
心を奪われる,10
心を砕く,15
心を遣る,10
小淋しい,2
小賢しい,6
腰を抜かす,13
小癪,6
小突かれる,1
姑息,15
こそばゆい,15
小面憎い,15
孤独,2
孤独感,2
小憎らしい,18
好ましい,10
好ましさ,10
好まない,15
好み,10
好む,10
困り切る,13
困り抜く,13
困り果てる,13
困る,13
小難しい,6
小やかましい,6
こらぁ,18
懲り懲り,12
怖,1
怖い,1
恐い,1
怖がる,1
怖怖,1
恐恐,1
怖さ,1
強張る,1
困却,13
困窮,13
困苦,13
困惑,13
合歓,5
号泣,7
号哭,7
業腹,18
強欲,6
業を煮やす,18
御機嫌,0
ゴメン,2
最愛,10
最悪,15
再燃,8
幸い,0
逆恨み,18
蔑む,3
差出がましい,1
殺気立つ,8
さっぱり,0
さばさば,0
寂しい,2
淋しい,2
淋しがる,2
淋しさ,2
寒気,1
寒寒,2
さめざめ,2
冷める,18
騒がしい,6
騒ぎ立つ,6
爽やか,0
鑽仰,10
讃嘆,10
三拝九拝,1
慚愧,15
残念,7
幸せ,0
私怨,18
しおしお,7
しかめっ面,2
しかめる,2
叱り付ける,18
叱り飛ばす,18
叱る,18
しくしく,2
四苦八苦,1
嗜好,10
至情,0
静まる,1
沈み込む,15
沈む,15
慕い寄る,10
慕う,10
舌打ち,6
親しみ,10
親しむ,10
したり顔,17
慕わしい,10
七面倒臭い,6
嫉視,18
叱責,18
叱咤,18
失墜感,18
嫉妬,18
失意,7
しつこい,6
失望,18
失望感,18
失恋,2
忍び泣き,2
忍び泣く,2
偲ぶ,10
痺れる,8
私憤,18
渋る,12
思慕,10
湿っぽい,6
湿っぽさ,6
湿る,6
謝意,7
癪,18
癪に障る,18
しゃくり上げる,2
しゃくり泣き,2
醜悪,6
秋思,2
愁思,2
愁傷,2
周章,1
周章狼狽,1
愁色,15
愁然,15
愁訴,1
愁嘆,2
羞恥,15
羞恥心,15
祝着,0
愁眉,15
愁眉を開く,0
秋風落莫,2
祝意,0
宿怨,18
祝賀,0
祝する,0
朱を注ぐ,15
春愁,2
鍾愛,10
憧憬,10
衝撃,13
悄悄,15
悄悄と,15
傷心,2
焦心,11
憔悴,2
悚然,15
悄然,15
焦躁,18
賞嘆,0
悄沈,12
焦慮,1
性悪,15
食指を動かす,8
食傷,6
悄気返る,18
悄気る,18
ショッキング,13
ショック,13
しょぼしょぼ,2
しょぼたれる,2
しょんぼり,2
白ける,13
しらける,13
親愛,10
震撼,13
心外,6
震駭,15
辛気臭い,6
呻吟,1
辛苦,2
神経が張り詰める,12
深謝,7
心酔,10
親善,10
心臓が止まる,13
心中穏やかでない,18
心痛,9
しんどい,2
心配,16
心服,10
しんみり,2
